"Icon","Title","Description","How to Obtain","Defensive Stats","Skills","Forging Materials","Unlock Requirements","Alternative Appearance","Armor Set","Rarity","Price","Slot Level 1","Slot Level 2","Slot Level 3","Skill Details"
"","Rompopolo Vambraces α","Rompopolo armguards. The poisonous needles in the claws are neat,…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Flexible Leathercraft Group Skills Poison Resistance Equipment Skills Earplugs Equipment Skills","2× Rompopolo Hide+ Equipment Materials 2× Rompopolo Claw+ Equipment Materials 1× Spotted Poison Hide+ Equipment Materials 1× Rompopolo Beak+ Equipment Materials","Lured by Abundance Assignments","","Rompopolo α Armor Sets","Rarity 5","3,000 z","1 "" /> 1","","","Flexible Leathercraft Lv1;Poison Resistance Lv1;Earplugs Lv1"
"","Rompopolo Vambraces β","Rompopolo armguards. The poisonous needles in the claws are neat,…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Buttery Leathercraft Group Skills Earplugs Equipment Skills","2× Rompopolo Hide+ Equipment Materials 2× Rompopolo Claw+ Equipment Materials 1× Spotted Poison Hide+ Equipment Materials 1× Rompopolo Beak+ Equipment Materials","Lured by Abundance Assignments","","Rompopolo β Armor Sets","Rarity 5","3,000 z","2 "" /> 2","","","Buttery Leathercraft Lv1;Earplugs Lv1"
"","Sild Coat α","A coat worn in the Keepers’ Vigil. Thick, but also extremely…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Imparted Wisdom Group Skills Wide-Range Equipment Skills","2× Sild Cotton Equipment Materials 3× Guardian Seikret Feather+ Equipment Materials","Sild Cotton Equipment Materials","","Sild α Armor Sets","Rarity 6","4,000 z","2 "" /> 2","","","Imparted Wisdom Lv1;Wide-Range Lv4"
"","Sild Hood α","A hood worn in the Keepers’ Vigil. The cocoon-like fibers afford…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Imparted Wisdom Group Skills Botanist Equipment Skills","2× Sild Cotton Equipment Materials 3× Guardian Seikret Feather+ Equipment Materials","Sild Cotton Equipment Materials","","Sild α Armor Sets","Rarity 6","4,000 z","2 "" /> 2","1 "" /> 1","1 "" /> 1","Imparted Wisdom Lv1;Botanist Lv3"
"","Suja Sash α","Waistgear worn in the Peaks of Accord. A ritual blade hangs at…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Imparted Wisdom Group Skills Divine Blessing Equipment Skills","3× Suja Textiles Equipment Materials 5× Fucium Ore Equipment Materials","Suja Textiles Equipment Materials","","Suja α Armor Sets","Rarity 6","4,000 z","2 "" /> 2","1 "" /> 1","1 "" /> 1","Imparted Wisdom Lv1;Divine Blessing Lv3"
"","Talioth Vambraces","Talioth armguards. The forearm blades are a classic example of…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Flexible Leathercraft Group Skills Leap of Faith Equipment Skills","1× Talioth Scale Equipment Materials 1× Sharp Fang Equipment Materials","Talioth Small Monsters","","Talioth Small Monsters","Rarity 1","100 z","","","","Flexible Leathercraft Lv1;Leap of Faith Lv1"
"","Talioth Vambraces α","Talioth armguards. The forearm blades are a classic example of…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Flexible Leathercraft Group Skills Leap of Faith Equipment Skills Burst Equipment Skills","3× Talioth Scale+ Equipment Materials 2× Acute Fang Equipment Materials","Lured by Abundance Assignments","","Talioth α Armor Sets","Rarity 5","2,500 z","","","","Flexible Leathercraft Lv1;Leap of Faith Lv1;Burst Lv1"
"","Talioth Vambraces β","Talioth armguards. The forearm blades are a classic example of…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Buttery Leathercraft Group Skills Leap of Faith Equipment Skills","3× Talioth Scale+ Equipment Materials 2× Acute Fang Equipment Materials","Lured by Abundance Assignments","","Talioth β Armor Sets","Rarity 5","2,500 z","2 "" /> 2","1 "" /> 1","","Buttery Leathercraft Lv1;Leap of Faith Lv1"
"","Udra Mirebraces","Chilling Nu Udra armguards. They warp one’s sense of touch, changing…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Nu Udra's Mutiny Set Bonus Skills Lord's Favor Group Skills Speed Eating Equipment Skills","2× Nu Udra Hide Equipment Materials 1× Nu Udra Oilmucus Equipment Materials","Nu Udra Large Monsters","","Nu Udra Large Monsters","Rarity 4","1,000 z","1 "" /> 1","","","Nu Udra's Mutiny Lv1;Lord's Favor Lv1;Speed Eating Lv1"
"","Udra Mirebraces α","Chilling Nu Udra armguards. They warp one’s sense of touch, changing…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Nu Udra's Mutiny Set Bonus Skills Lord's Favor Group Skills Speed Eating Equipment Skills Counterstrike Equipment Skills","2× Nu Udra Certificate S Equipment Materials 5× Nu Udra Spike+ Equipment Materials 4× Nu Udra Tentacle+ Equipment Materials 2× Kranodath Skull+ Equipment Materials","Nu Udra Hide+ Equipment Materials","","Nu Udra α Armor Sets","Rarity 7","7,000 z","2 "" /> 2","","","Nu Udra's Mutiny Lv1;Lord's Favor Lv1;Speed Eating Lv2;Counterstrike Lv2"
"","Udra Mirebraces β","Chilling Nu Udra armguards. They warp one’s sense of touch, changing…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Nu Udra's Mutiny Set Bonus Skills Lord's Fury Group Skills Speed Eating Equipment Skills Counterstrike Equipment Skills","2× Nu Udra Certificate S Equipment Materials 5× Nu Udra Spike+ Equipment Materials 4× Nu Udra Tentacle+ Equipment Materials 2× Kranodath Skull+ Equipment Materials","Nu Udra Hide+ Equipment Materials","","Nu Udra β Armor Sets","Rarity 7","7,000 z","3 "" /> 3","1 "" /> 1","","Nu Udra's Mutiny Lv1;Lord's Fury Lv1;Speed Eating Lv2;Counterstrike Lv1"
"","Udra Mirecoil","Nu Udra waistgear. The gnash of spikes and fangs are bound by…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Nu Udra's Mutiny Set Bonus Skills Lord's Favor Group Skills Resentment Equipment Skills","1× Nu Udra Oilmucus Equipment Materials 1× Nu Udra Tentacle Equipment Materials 1× Nu Udra Horn Equipment Materials 1× Guardian Scale Equipment Materials","Repel the Guardian Arkveld Assignments","","Nu Udra Large Monsters","Rarity 4","1,000 z","1 "" /> 1","","","Nu Udra's Mutiny Lv1;Lord's Favor Lv1;Resentment Lv1"
"","","","","","","","","","","","","","","",""
"","Udra Mirecoil α","Nu Udra waistgear. The gnash of spikes and fangs are bound by…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Nu Udra's Mutiny Set Bonus Skills Lord's Favor Group Skills Resentment Equipment Skills Speed Eating Equipment Skills","5× Nu Udra Hide+ Equipment Materials 3× Nu Udra Oilmucus+ Equipment Materials 3× Nu Udra Horn+ Equipment Materials 2× Inferno Sac Equipment Materials","Nu Udra Hide+ Equipment Materials","","Nu Udra α Armor Sets","Rarity 7","7,000 z","2 "" /> 2","","","Nu Udra's Mutiny Lv1;Lord's Favor Lv1;Resentment Lv2;Speed Eating Lv1"
"","Udra Mirecoil β","Nu Udra waistgear. The gnash of spikes and fangs are bound by…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Nu Udra's Mutiny Set Bonus Skills Lord's Fury Group Skills Resentment Equipment Skills","5× Nu Udra Hide+ Equipment Materials 3× Nu Udra Oilmucus+ Equipment Materials 3× Nu Udra Horn+ Equipment Materials 2× Inferno Sac Equipment Materials","Nu Udra Hide+ Equipment Materials","","Nu Udra β Armor Sets","Rarity 7","7,000 z","3 "" /> 3","","","Nu Udra's Mutiny Lv1;Lord's Fury Lv1;Resentment Lv2"
"","Udra Miregreaves","Nu Udra leg armor. The wearer could cross a sea of fire without…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Nu Udra's Mutiny Set Bonus Skills Lord's Favor Group Skills Speed Eating Equipment Skills","2× Nu Udra Spike Equipment Materials 1× Nu Udra Tentacle Equipment Materials 1× Guardian Pelt Equipment Materials 1× Charred Oilbone Equipment Materials","Repel the Guardian Arkveld Assignments","","Nu Udra Large Monsters","Rarity 4","1,000 z","1 "" /> 1","","","Nu Udra's Mutiny Lv1;Lord's Favor Lv1;Speed Eating Lv1"
"","Udra Miregreaves α","Nu Udra leg armor. The wearer could cross a sea of fire without…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Nu Udra's Mutiny Set Bonus Skills Lord's Favor Group Skills Burst Equipment Skills Windproof Equipment Skills","1× Nu Udra Certificate S Equipment Materials 4× Nu Udra Hide+ Equipment Materials 4× Nu Udra Oilmucus+ Equipment Materials 1× Nu Udra Flamegem Equipment Materials","Nu Udra Hide+ Equipment Materials","","Nu Udra α Armor Sets","Rarity 7","7,000 z","3 "" /> 3","","","Nu Udra's Mutiny Lv1;Lord's Favor Lv1;Burst Lv1;Windproof Lv2"
"","Udra Miregreaves β","Nu Udra leg armor. The wearer could cross a sea of fire without…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Nu Udra's Mutiny Set Bonus Skills Lord's Fury Group Skills Burst Equipment Skills Windproof Equipment Skills","1× Nu Udra Certificate S Equipment Materials 4× Nu Udra Hide+ Equipment Materials 4× Nu Udra Oilmucus+ Equipment Materials 1× Nu Udra Flamegem Equipment Materials","Nu Udra Hide+ Equipment Materials","","Nu Udra β Armor Sets","Rarity 7","7,000 z","3 "" /> 3","1 "" /> 1","","Nu Udra's Mutiny Lv1;Lord's Fury Lv1;Burst Lv1;Windproof Lv1"
"","Udra Mirehelm","Nu Udra head armor. The world through this mask is swathed in…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Nu Udra's Mutiny Set Bonus Skills Lord's Favor Group Skills Resentment Equipment Skills","2× Nu Udra Hide Equipment Materials 1× Nu Udra Spike Equipment Materials 1× Nu Udra Horn Equipment Materials","Nu Udra Large Monsters","","Nu Udra Large Monsters","Rarity 4","1,000 z","1 "" /> 1","","","Nu Udra's Mutiny Lv1;Lord's Favor Lv1;Resentment Lv1"
"","Udra Mirehelm α","Nu Udra head armor. The world through this mask is swathed in…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Nu Udra's Mutiny Set Bonus Skills Lord's Favor Group Skills Resentment Equipment Skills Counterstrike Equipment Skills","6× Nu Udra Hide+ Equipment Materials 6× Nu Udra Spike+ Equipment Materials 3× Nu Udra Oilmucus+ Equipment Materials 1× Dragonbone Relic Equipment Materials","Nu Udra Hide+ Equipment Materials","","Nu Udra α Armor Sets","Rarity 7","7,000 z","1 "" /> 1","1 "" /> 1","","Nu Udra's Mutiny Lv1;Lord's Favor Lv1;Resentment Lv2;Counterstrike Lv1"
"","Udra Mirehelm β","Nu Udra head armor. The world through this mask is swathed in…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Nu Udra's Mutiny Set Bonus Skills Lord's Fury Group Skills Resentment Equipment Skills Counterstrike Equipment Skills","6× Nu Udra Hide+ Equipment Materials 6× Nu Udra Spike+ Equipment Materials 3× Nu Udra Oilmucus+ Equipment Materials 1× Dragonbone Relic Equipment Materials","Nu Udra Hide+ Equipment Materials","","Nu Udra β Armor Sets","Rarity 7","7,000 z","2 "" /> 2","2 "" /> 2","","Nu Udra's Mutiny Lv1;Lord's Fury Lv1;Resentment Lv1;Counterstrike Lv1"
"","Udra Miremail","Nu Udra chest armor. As if a curse manifested, tentacles drape…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Nu Udra's Mutiny Set Bonus Skills Lord's Favor Group Skills Resentment Equipment Skills Speed Eating Equipment Skills","1× Nu Udra Certificate Equipment Materials 2× Nu Udra Hide Equipment Materials 1× Nu Udra Cerebrospinal Fluid Equipment Materials 1× Guardian Blood Equipment Materials","Repel the Guardian Arkveld Assignments","","Nu Udra Large Monsters","Rarity 4","1,000 z","","","","Nu Udra's Mutiny Lv1;Lord's Favor Lv1;Resentment Lv1;Speed Eating Lv1"
"","Udra Miremail α","Nu Udra chest armor. As if a curse manifested, tentacles drape…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Nu Udra's Mutiny Set Bonus Skills Lord's Favor Group Skills Resentment Equipment Skills Burst Equipment Skills","2× Nu Udra Certificate S Equipment Materials 4× Nu Udra Tentacle+ Equipment Materials 5× Nu Udra Horn+ Equipment Materials 1× Nu Udra Cerebrospinal Fluid Equipment Materials","Nu Udra Hide+ Equipment Materials","","Nu Udra α Armor Sets","Rarity 7","7,000 z","1 "" /> 1","1 "" /> 1","","Nu Udra's Mutiny Lv1;Lord's Favor Lv1;Resentment Lv1;Burst Lv1"
"","Udra Miremail β","Nu Udra chest armor. As if a curse manifested, tentacles drape…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Nu Udra's Mutiny Set Bonus Skills Lord's Fury Group Skills Resentment Equipment Skills","2× Nu Udra Certificate S Equipment Materials 4× Nu Udra Tentacle+ Equipment Materials 5× Nu Udra Horn+ Equipment Materials 1× Nu Udra Cerebrospinal Fluid Equipment Materials","Nu Udra Hide+ Equipment Materials","","Nu Udra β Armor Sets","Rarity 7","7,000 z","3 "" /> 3","1 "" /> 1","1 "" /> 1","Nu Udra's Mutiny Lv1;Lord's Fury Lv1;Resentment Lv1"
"","Vespoid Coil","Vespoid waistgear. The design arose from the study of highly…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Neopteron Alert Group Skills Paralysis Resistance Equipment Skills","1× Vespoid Shell Equipment Materials 1× Monster Fluid Equipment Materials","Vespoid Small Monsters","","Vespoid Small Monsters","Rarity 1","200 z","","","","Neopteron Alert Lv1;Paralysis Resistance Lv1"
"","","","","","","","","","","","","","","",""
"","Vespoid Coil α","Vespoid waistgear. The design arose from the study of highly…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Neopteron Alert Group Skills Paralysis Resistance Equipment Skills Evade Window Equipment Skills","2× Vespoid Carapace Equipment Materials 2× Quality Bone Equipment Materials","Lured by Abundance Assignments","","Vespoid α Armor Sets","Rarity 5","2,500 z","1 "" /> 1","","","Neopteron Alert Lv1;Paralysis Resistance Lv1;Evade Window Lv1"
"","Vespoid Coil β","Vespoid waistgear. The design arose from the study of highly…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Neopteron Camouflage Group Skills Paralysis Resistance Equipment Skills","2× Vespoid Carapace Equipment Materials 2× Quality Bone Equipment Materials","Lured by Abundance Assignments","","Vespoid β Armor Sets","Rarity 5","2,500 z","1 "" /> 1","1 "" /> 1","1 "" /> 1","Neopteron Camouflage Lv1;Paralysis Resistance Lv1"
"","Vespoid Greaves","Leg armor made from Vespoid parts. Ingenious artisanship has…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Neopteron Alert Group Skills Survival Expert Equipment Skills","1× Vespoid Shell Equipment Materials 1× Vespoid Wing Equipment Materials","Vespoid Small Monsters","","Vespoid Small Monsters","Rarity 1","200 z","","","","Neopteron Alert Lv1;Survival Expert Lv1"
"","Vespoid Greaves α","Leg armor made from Vespoid parts. Ingenious artisanship has…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Neopteron Alert Group Skills Survival Expert Equipment Skills Paralysis Resistance Equipment Skills","2× Vespoid Carapace Equipment Materials 1× Quality Bone Equipment Materials","Lured by Abundance Assignments","","Vespoid α Armor Sets","Rarity 5","2,500 z","1 "" /> 1","1 "" /> 1","","Neopteron Alert Lv1;Survival Expert Lv1;Paralysis Resistance Lv1"
"","Vespoid Greaves β","Leg armor made from Vespoid parts. Ingenious artisanship has…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Neopteron Camouflage Group Skills Survival Expert Equipment Skills","2× Vespoid Carapace Equipment Materials 1× Quality Bone Equipment Materials","Lured by Abundance Assignments","","Vespoid β Armor Sets","Rarity 5","2,500 z","2 "" /> 2","1 "" /> 1","","Neopteron Camouflage Lv1;Survival Expert Lv1"
"","Vespoid Helm","A Vespoid helmet. The carapace material is susceptible to fire…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Neopteron Alert Group Skills Survival Expert Equipment Skills","1× Vespoid Shell Equipment Materials 1× Mystery Bone Equipment Materials","Vespoid Small Monsters","","Vespoid Small Monsters","Rarity 1","200 z","","","","Neopteron Alert Lv1;Survival Expert Lv1"
"","Vespoid Helm α","A Vespoid helmet. The carapace material is susceptible to fire…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Neopteron Alert Group Skills Survival Expert Equipment Skills Ambush Equipment Skills","2× Vespoid Carapace Equipment Materials 3× Monster Broth Equipment Materials","Lured by Abundance Assignments","","Vespoid α Armor Sets","Rarity 5","2,500 z","","","","Neopteron Alert Lv1;Survival Expert Lv1;Ambush Lv1"
