"Icon","Title","Description","Crafting Recipe","Where to Find","Other Info","Rewarded From","Used to Craft","Unlocks","Food Bonus","Food Skill","Rarity","Carry Max","Sell Price","Buy Price"
"","Monster Hardbone","Precious bone obtained from high rank large monsters. Their rarity…","","","","Awaking From a Dream Assignments Frozen Lord on the Precipice Assignments Misty Depths Optional Quests One Thick Veil! Optional Quests Roaring Rey Dau Assignments Shrouded in Black Assignments The Chains of Life Optional Quests Tide Overtaking Timber Assignments When Frost Falls Optional Quests When the Dust Settles... Optional Quests","Aerial Glaive Insect Glaive Barina Bouclier IV Charge Blade Barina Dague IV Sword and Shield Barina Faucilles IV Dual Blades Barina Flamberge IV Long Sword Barina Hache IV Switch Axe Barina Perche IV Insect Glaive Barina Sarissa IV Lance Bone Slasher Great Sword Bone Smasher Switch Axe Chief Kukri Sword and Shield Dahaad Shardmail α Chest Dahaad Shardmail β Chest Dober Coil α Waist Dober Greaves α Legs Dober Helm α Head Dober Mail α Chest Dober Vambraces α Arms Duna Wildbraces α Arms Duna Wildbraces β Arms Giant Jawblade Great Sword Great Bone Gunlance Gunlance Hard Bone Lance Lance Hard Bone Shotel Long Sword Hard Bone Strongarm Charge Blade Hardened Bone Horn Hunting Horn Heavy Bone Bludgeon Hammer Heavy Shooter Heavy Bowgun Hope Axe V Switch Axe Hope Blade V Great Sword Hope Bow V Bow Hope Cannon V Heavy Bowgun Hope Daggers V Dual Blades Hope Edge V Long Sword Hope Glaive V Insect Glaive Hope Gunlance V Gunlance Hope Hammer V Hammer Hope Horn V Hunting Horn Hope Lance V Lance Hope Rifle V Light Bowgun Hope Strongarm V Charge Blade Hope Sword V Sword and Shield Hunter's Stoutbow Bow Jail Hammer IV Hammer Paretic Blade IV Great Sword Paretic Gunlance IV Gunlance Power Rifle Light Bowgun Rey Sandcoil α Waist Rey Sandcoil β Waist Sonic Horn IV Hunting Horn Wild Hatchets Dual Blades","Barina Bouclier IV Charge Blade Barina Dague IV Sword and Shield Barina Faucilles IV Dual Blades Barina Flamberge IV Long Sword Barina Hache IV Switch Axe Barina Perche IV Insect Glaive Barina Sarissa IV Lance Jail Hammer IV Hammer Paretic Blade IV Great Sword Paretic Gunlance IV Gunlance Sonic Horn IV Hunting Horn","","","Rarity 6","99","1,200 z","12,000 z"
"","Stoutbone","The bone of a large, high ranking monster. Very sturdy.","","","","A Futile Fight Optional Quests Flippant Flatulence Optional Quests","Bonnetfille Kinsects Chatacabra Helm α Head Chatacabra Helm β Head Commission Coil α Waist Conga Helm α Head Conga Helm β Head Dober Vambraces α Arms Empresswing Kinsects G. Doshaguma Coil α Waist G. Doshaguma Coil β Waist Jawblade I Great Sword","","","","Rarity 6","99","800 z","8,000 z"
"","Great Stoutbone","The bone of a large, high ranking monster. Extremely solid and…","","","","Annihilating Anguish Optional Quests As Gatekeeper Optional Quests Blangonga Excursion Optional Quests Doshaguma Hunt Optional Quests Shrouded in Black Assignments What We Protect Optional Quests","Ajarakan Mail α Chest Ajarakan Mail β Chest Blango Greaves α Legs Blango Greaves β Legs Bone Axe IV Switch Axe Bone Blade IV Great Sword Bone Bludgeon IV Hammer Bone Gunlance IV Gunlance Bone Hatchets IV Dual Blades Bone Horn IV Hunting Horn Bone Kukri IV Sword and Shield Bone Lance IV Lance Bone Shooter IV Heavy Bowgun Bone Shotel IV Long Sword Bone Staff IV Insect Glaive Bone Strongarm IV Charge Blade Dober Greaves α Legs Doshaguma Braces α Arms Doshaguma Braces β Arms Frozen Speartuna II Great Sword Hunter's Bow IV Bow Hunter's Rifle IV Light Bowgun","","","","Rarity 6","99","1,300 z","13,000 z"
,,,,,,,,,,,,,,
"","Hunter Symbol I","Proof that you’ve hunted a tempered monster, certifying your…","","","","Continuing Conflict Optional Quests Fur Damagings Are Dislikeworthy Optional Quests Thundering Flowers Assignments","A Aerial Glaive Insect Glaive Arachnoscythe Charge Blade B Big Slugger Gunlance Binder Mace Hammer Blood Scream Long Sword Bone Slasher Great Sword Bone Smasher Switch Axe Buster Blaster Heavy Bowgun C Chief Kukri Sword and Shield Chrome Accelerator Switch Axe Chrome Gale Insect Glaive Chrome Lance Lance Combat Conga Light Bowgun Crazed Melody Hunting Horn D Dear Lutemia Charge Blade Death Venom Hammer Hammer Debilitating Torpor Gunlance Destructive Torpor Great Sword Dual Cleavers Dual Blades Dual Kut-Ku Dual Blades E Esperanza Axe Switch Axe Esperanza Blade Great Sword Esperanza Bow Bow Esperanza Cannon Heavy Bowgun Esperanza Daggers Dual Blades Esperanza Edge Long Sword Esperanza Glaive Insect Glaive Esperanza Gunlance Gunlance Esperanza Hammer Hammer Esperanza Horn Hunting Horn Esperanza Lance Lance Esperanza Rifle Light Bowgun Esperanza Strongarm Charge Blade Esperanza Sword Sword and Shield F Final Battleaxes Dual Blades Firetrail Blaisdell Great Sword Firetrail Ferrocere Long Sword Firetrail Fornax Sword and Shield Firetrail Kaminet Lance Firetrail Leviora Bow Firetrail Magnesiae Dual Blades Firetrail Quemador Gunlance Freezer Speartuna Great Sword Funky Maracas Dual Blades G Glass Royale Hunting Horn Great Bagpipe Hunting Horn Great Bone Gunlance Gunlance Gríðr's Landmaker Switch Axe Gundava Vandal Switch Axe H Hard Bone Lance Lance Hard Bone Shotel Long Sword Hard Bone Strongarm Charge Blade Hardened Bone Horn Hunting Horn Heavy Bone Bludgeon Hammer Heavy Shooter Heavy Bowgun High Chain Blitz Light Bowgun Hunter's Stoutbow Bow I Immolator Blade Great Sword Iron Devil Hammer K Keen Edge Long Sword Kut-Ku Cantabile Hunting Horn Kut-Ku Counterattack Light Bowgun Kut-Ku Thwap Hammer L Lala Acanthopelm Sword and Shield Lala Aviculari Lance Lala Eumenophor Charge Blade Lala Harpactirs Dual Blades Lala Ornithocton Long Sword Lala Selenocosmi Switch Axe Lala Stromatopelm Insect Glaive M Master Sabers Dual Blades N Nerscrapper Hammer Nershock Bow Nerskiller Sword and Shield O Ortlinde Gunlance P Poison King Great Sword Power Rifle Light Bowgun Q Queen Chordmaker Hunting Horn Queen Rapier Sword and Shield Queen Regalia Insect Glaive Queen's Farflier Heavy Bowgun Queen's Melody Bow R Ravager Blade Great Sword Regas Hyper Charge Blade Rompo Dendrotox Charge Blade Rompo Latrotox Heavy Bowgun Rompo Mytoxin Long Sword Rompo Robustox Hammer Rompo Tetrotox Lance Rooster Decapitator Great Sword S Sandsea Ghantisil Hunting Horn Sandsea Katduva Sword and Shield Sandsea Prallaya Lance Sandsea Siamitiya Hammer Sandsea Uchaltiya Insect Glaive Sandsea Visponan Gunlance Sawbill Axe Switch Axe Shrouded Aghaturi Hammer Shrouded Katalo Sword and Shield Shrouded Kutharja Charge Blade Shrouded Laphoka Insect Glaive Shrouded Muktana Heavy Bowgun Sieglinde Great Sword Smithy's Pride Sword and Shield Solid Gunberd Gunlance Stealth Glaive Redux Insect Glaive Steel Assault Heavy Bowgun Strange Kut-Ku Stave Bow Super Kut-Ku Cannon Heavy Bowgun T Tanksorcerer Heavy Bowgun Toucan Pike Insect Glaive Triumvirate Edge Gunlance True Dragon Perforator Bow V Valkyrie Flame Light Bowgun Venom's Kiss Charge Blade Viperine Saber Sword and Shield W War Conga Hunting Horn Wild Hatchets Dual Blades Wild Stinger Heavy Bowgun Wildwood Kalifa Bow Windbrace Ibami Bow Windclaw Kiribami Long Sword Windpierce Tsukibami Lance Windshear Uchibami Light Bowgun Windsunder Sakibami Switch Axe Windthrash Tamebami Charge Blade Wyvern Blade ""Holly"" Long Sword","","","","Rarity 6","99","1,000 z","10,000 z"
"","Hunter Symbol II","Proof that you’ve hunted a fierce tempered monster, certifying…","","","","Echoing from the Cliffs Optional Quests The Struggle to Survive Optional Quests Troublemakers Optional Quests","A Ajara-Angaja Light Bowgun Ajara-Bhadra Insect Glaive Ajara-Jivaka Hunting Horn Ajara-Kalika Gunlance Ajara-Panthaka Dual Blades Ajara-Subinda Sword and Shield Alabaster Rathmaul Insect Glaive Albirath Blaze Splitter Switch Axe B Babel Spear Lance Bardichion Blade Charge Blade Bequeathed Animus Light Bowgun Bequeathed Enmity Charge Blade Bequeathed Oblivion Dual Blades Bequeathed Regret Lance Bequeathed Testament Insect Glaive Blango Trishula Dual Blades Blangongaberge Long Sword Bookwilthe's Punisher Bow Brutus's Abolishment Switch Axe C Chain Charm II Level 2 Challenger Charm II Level 2 Cordayle's Revocation Sword and Shield Corona Sword and Shield Counterattack Charm II Level 2 Crimson Rook Gunlance D Dark Filament Bow E Exploiter Charm II Level 2 F Faithbreaker Leibolkule Light Bowgun Farsounder Honga Hunting Horn Fastflayers Jambastra Dual Blades Fatecleaver Kimkemush Long Sword Fearbringer Callistox Bow Fellslayer Dangeom Great Sword Fierceborer Dubhanith Lance Firedance Rathmaul Insect Glaive Fleshhacker Yaogahaac Switch Axe Foray Charm II Level 2 Fulgurblade Guardiana Long Sword Fulgurblast Guardiana Heavy Bowgun Fulgurbow Guardiana Bow Fulgurcannon Guardiana Gunlance Fulgurcleaver Guardiana Great Sword Fulgurglaive Guardiana Insect Glaive Fulgurhammer Guardiana Hammer Fulgurhowl Guardiana Hunting Horn Fulgursnipe Guardiana Light Bowgun Fulgurswitch Guardiana Switch Axe Fulgursword Guardiana Sword and Shield Fulgurtwins Guardiana Dual Blades Fury Charm II Level 2 G G. Rathalos Feroce Hunting Horn Giant Jawblade Great Sword Gibil Hammer Hammer Gigasbreaker Urbolkule Light Bowgun Gloomborer Urshanith Lance Gorehacker Urgahaac Switch Axe Gravecleaver Urkemush Long Sword Gravios Conquerors Dual Blades Gravios Gigahowl Heavy Bowgun Gravios Lance Lance Graviton Hammer Hammer Gravordius Insect Glaive Griefbringer Urstox Bow Grimslayer Urgeom Great Sword Grudgesounder Urga Hunting Horn Guardflayers Urbastra Dual Blades Guardian Albathos Charge Blade H Huracan Hammer Hammer I Immaculate Blizzard Insect Glaive K Kae-Jin's Lament Hunting Horn M Melting Point Sword and Shield Mighty Charm II Level 2 Mushroom Charm III Level 3 P Power Charm II Level 2 Prinvrilo's Dissolution Great Sword R Rath Blaze Splitter Switch Axe Rathalos Feroce Hunting Horn Rathalos Firesword Great Sword Rathling Phoenix Light Bowgun S Shining Pillar Lance Shining Rook Gunlance Singha Gada Hammer Singha Sharanga Bow Snow Lion Jambiya Sword and Shield Solar Spicule Bow Spear of Prominence Lance T Tail Catapult Light Bowgun Titan Panzer Light Bowgun Titan's Armament Sword and Shield U Unscathed Charm II Level 2 W White Cannon Gunlance White Rathling Phoenix Light Bowgun Whitefire Rathguard Great Sword Wyvern Blade ""Lily"" Long Sword Wyvern Blade ""Maple"" Long Sword Wyvern Lovers Dual Blades Wyvern Sentinels Dual Blades Z Zaccio's Execution Hammer","Foray Charm II Level 2","","","Rarity 7","99","2,000 z","20,000 z"
"","Hunter Symbol III","Proof that you’ve hunted a vicious tempered monster, certifying…","","","","","A Abaddonian Chobotnice Light Bowgun Abaddonian Krake Great Sword Abaddonian Muneo Heavy Bowgun Abaddonian Osminog Lance Abaddonian Pulpo Hammer Abaddonian Pweza Charge Blade Abaddonian Zhangyu Switch Axe Abiding Gawain Charge Blade Ableben Abzug Heavy Bowgun Aeternal Palamedes Heavy Bowgun Astrapi Clairaxe Charge Blade Athos's Armor α Body Athos's Hinge Blade α Weapons Athos's Scar α Head C Chain Charm II Level 2 Chainblade Charm II Level 2 Challenger Charm II Level 2 Convert Charm I Level 1 Counter Charm III Level 3 Counterattack Charm II Level 2 D Dalgap-of-the-Waves Heavy Bowgun Dragonking Eyepatch α Head Düsterstolz Great Sword E Eisengeist Switch Axe Enduring Tor Insect Glaive Expiating Caius Light Bowgun Exploiter Charm II Level 2 Exultant Bedivere Hammer F F Guardian Ark Helm α Head F Guardian Ark Mail α Body F Guardian Ark Sword α Weapons Falarmata-of-the-Waves Gunlance Fieberschild Lance Fury Charm II Level 2 G G. Abiding Gawain Charge Blade G. Aeternal Palamedes Heavy Bowgun G. Arkveld Coil α Waist G. Arkveld Coil β Waist G. Arkveld Greaves α Legs G. Arkveld Greaves β Legs G. Arkveld Helm α Head G. Arkveld Helm β Head G. Arkveld Mail α Chest G. Arkveld Mail β Chest G. Arkveld Vambraces α Arms G. Arkveld Vambraces β Arms G. Enduring Tor Insect Glaive G. Expiating Caius Light Bowgun G. Exultant Bedivere Hammer G. Guiding Artorius Sword and Shield G. Indomitable Perceval Switch Axe G. Inspired Ywain Dual Blades G. Lawful Bors Gunlance G. Purifying Beaumains Lance G. Renowned Tristram Bow G. Resounding Galahad Hunting Horn G. Righteous Lancelot Long Sword G. Stalwart Lamorak Great Sword Gramklang Hunting Horn Grimmblick Hammer Grit Charm III Level 3 Guiding Artorius Sword and Shield Guild Ace Boots α Legs Guild Ace Coil α Waist Guild Ace Earrings α Head Guild Ace Mail α Chest Guild Ace Vambraces α Arms H Halilintar Clairglaive Insect Glaive Hungerklauen Dual Blades I Imbibe Charm I Level 1 Indomitable Perceval Switch Axe Indra Clairlance Lance Inspired Ywain Dual Blades J Jäger-Ankh Sword and Shield K Khlunda-of-the-Waves Long Sword Khviluk-of-the-Waves Bow Kuara Clairsword Sword and Shield L Lawful Bors Gunlance Leidenskraft Charge Blade Leumundsgift Insect Glaive M Maintenance Charm III Level 3 Mighty Charm II Level 2 Mushroom Charm III Level 3 N Ngarpatu-of-the-Waves Dual Blades O Olacha-of-the-Waves Switch Axe P Perkonis Clairbow Bow Perun Clairhorn Hunting Horn Power Charm II Level 2 Precipice Geumgel Insect Glaive Precipice Kovira Hunting Horn Precipice Logamtu Hammer Precipice Lohamata Gunlance Precipice Malmiam Heavy Bowgun Precipice Mateptro Sword and Shield Precipice Metallam Great Sword Precipice Ulokiem Dual Blades Purifying Beaumains Lance R Renowned Tristram Bow Resounding Galahad Hunting Horn Righteous Lancelot Long Sword S Stahlrecht Long Sword Stalwart Lamorak Great Sword Szelatya Clairgun Light Bowgun T Tonitrus Clairblade Long Sword U Unscathed Charm II Level 2 V Valeroje-of-the-Waves Charge Blade Verräterarm Gunlance Verzweiflung Bow W Wahnschleuder Light Bowgun","Chain Charm II Level 2 Chainblade Charm II Level 2 Challenger Charm II Level 2 Convert Charm I Level 1 Counter Charm III Level 3 Counterattack Charm II Level 2 Exploiter Charm II Level 2 Fury Charm II Level 2 Grit Charm III Level 3 Imbibe Charm I Level 1 Maintenance Charm III Level 3 Mighty Charm II Level 2 Mushroom Charm III Level 3 Power Charm II Level 2 Unscathed Charm II Level 2","","","Rarity 8","99","3,000 z","30,000 z"
"","Guardian Pelt","Contains an unknown substance. It has lost any color it previously…","","","","An Ominous Encounter Assignments Guardian Zoh Shia Assignments Pallid Beast's Lament Optional Quests Repel the Guardian Arkveld Assignments The Pale Dream of a Lone Shadow Assignments","Chainblade Charm I Level 1 Duna Vambraces Arms F Guardian Ark Helm Head Felyne Dau Helm Head Felyne Duna Mask Head Felyne Udra Head Head G. Arkveld Coil Waist G. Arkveld Greaves Legs G. Doshaguma Greaves Legs G. Veldian Arcum I Bow G. Veldian Ensis I Long Sword G. Veldian Gladius I Great Sword G. Veldian Harpes I Dual Blades G. Veldian Hasta I Gunlance G. Veldian Impetum I Light Bowgun G. Veldian Labrys I Charge Blade G. Veldian Lancea I Lance G. Veldian Malleus I Hammer G. Veldian Mucro I Sword and Shield G. Veldian Securis I Switch Axe G. Veldian Sibilus I Hunting Horn G. Veldian Tormentum I Heavy Bowgun G. Veldian Trudis I Insect Glaive Leather Belt α Waist Leather Gloves α Arms Leather Headgear α Head Leather Mail α Chest Leather Pants α Legs Rey Sandcoil Waist Udra Miregreaves Legs","","","","Rarity 4","99","500 z","5,000 z"
"","Guardian Pelt+","A high-quality Guardian pelt. Exceptionally smooth and tough.…","","","","Battle with the White Doshaguma! Optional Quests Guardian Fulgur Anjanath Hunt Optional Quests Thundering Flowers Assignments Werner's Test Run Optional Quests","Damascus Helm α Head Damascus Vambraces α Arms F Guardian Ark Helm α Head G. Arkveld Helm α Head G. Arkveld Helm β Head G. Doshaguma Mail α Chest G. Doshaguma Mail β Chest G. Fulgur Vambraces α Arms G. Fulgur Vambraces β Arms G. Veldian Arcum II Bow G. Veldian Ensis II Long Sword G. Veldian Gladius II Great Sword G. Veldian Harpes II Dual Blades G. Veldian Hasta II Gunlance G. Veldian Impetum II Light Bowgun G. Veldian Labrys II Charge Blade G. Veldian Lancea II Lance G. Veldian Malleus II Hammer G. Veldian Mucro II Sword and Shield G. Veldian Securis II Switch Axe G. Veldian Sibilus II Hunting Horn G. Veldian Tormentum II Heavy Bowgun G. Veldian Trudis II Insect Glaive Gigasbreaker Urbolkule Light Bowgun Gloomborer Urshanith Lance Gorehacker Urgahaac Switch Axe Gravecleaver Urkemush Long Sword Griefbringer Urstox Bow Grimslayer Urgeom Great Sword Grudgesounder Urga Hunting Horn Guardflayers Urbastra Dual Blades Guild Ace Earrings α Head","","","","Rarity 6","99","1,500 z","15,000 z"
"","Drearisite","A mysterious material smelted in Azuz. Has been used to make…","","","","","","","","","Rarity 4","99","100 z","1,000 z"
"","Specklite","A mysterious material smelted in Azuz. Not as pure as it could…","","","","","","","","","Rarity 5","99","200 z","2,000 z"
"","Argecite","A mysterious material smelted in Azuz. It’s apparently primarily…","","","","","","","","","Rarity 5","99","300 z","3,000 z"
"","Oricalcite","A mysterious, high-quality material smelted in Azuz. Equipment…","","","","","","","","","Rarity 6","99","400 z","4,000 z"
"","Gracium","Precious ore from the Iceshard Cliffs. Swathed in frigid air…","","","","","Artian Coil α Waist Artian Greaves α Legs Artian Helm α Head Artian Mail α Chest Artian Vambraces α Arms Buster Sword III Great Sword Chain Blitz III Light Bowgun Chrome Drill III Lance Commission Mail α Chest Dahaad Shardbraces α Arms Dahaad Shardbraces β Arms Damascus Vambraces α Arms Dragon Perforator III Bow Dual Hatchets III Dual Blades Felyne Artian Core α Head Felyne Artian Disc α Weapons Felyne Artian Gear α Body Frozen Speartuna II Great Sword Hyperguard III Charge Blade Ice Charm III Level 3 Iron Accelerator III Switch Axe Iron Assault III Heavy Bowgun Iron Beater III Sword and Shield Iron Gale III Insect Glaive Iron Hammer III Hammer Iron Katana III Long Sword Metal Bagpipe III Hunting Horn Paladin Lance I Lance Triple Bayonet III Gunlance Water Charm III Level 3","","","","Rarity 6","99","800 z","8,000 z"
"","Balahara Black Pearl","A jewel formed from ore that spent years inside a Balahara. Bewitchingly…","","","","","Balahara Blade III Sword and Shield Balahara Coil Waist Balahara Exploder III Gunlance Balahara Glaive III Insect Glaive Balahara Greaves α Legs Balahara Greaves β Legs Balahara Hammer III Hammer Balahara Horn III Hunting Horn Balahara Lance III Lance","","","","Rarity 4","99","3,000 z","30,000 z"
